Empresa,RIF,ORD-04-11-SOL,ORD-04-11-MON,OTRO-04-11-SOL,OTRO-04-11-MON,Sol,Mon
"DISTRIBUIDORA DE REPUESTOS Y EQUIPOS, C.A.",J-070258020,92,"$4,817,406",0,$0,92,"$4,817,406"
"DISTRIBUIDORA DE RODAMIENTOS ZULIA, C.A.",J-070471719,0,$0,0,$0,0,$0
DISTRIBUIDORA DE TELAS DITEX C.A.,J-002554983,309,"$25,505,183",0,$0,309,"$25,505,183"
"DISTRIBUIDORA DE TORNILLOS SAN JOSE 2000, C.A.",J-309963716,9,"$268,469",0,$0,9,"$268,469"
DISTRIBUIDORA DECOIMPORT C.A.,J-310858640,118,"$5,290,414",0,$0,118,"$5,290,414"
"DISTRIBUIDORA DECOPIN,C.A.",J-307731796,26,"$1,217,616",0,$0,26,"$1,217,616"
"DISTRIBUIDORA DEL FRIO, C.A.",J-311945792,11,"$795,813",0,$0,11,"$795,813"
"DISTRIBUIDORA DEL SAY 96, C.A.",J-303706274,49,"$9,070,098",0,$0,49,"$9,070,098"
"DISTRIBUIDORA DELTA ACERO, C.A.",J-308469432,1,"$329,667",0,$0,1,"$329,667"
DISTRIBUIDORA DENTAL GOMEZ C.A,J-000788880,1,"$15,652",0,$0,1,"$15,652"
DISTRIBUIDORA DENTAL SEGURITE 9000,J-003131873,1401,"$35,449,491",0,$0,1401,"$35,449,491"
DISTRIBUIDORA DICOBAR PORLAMAR,J-065112590,30,"$423,817",0,$0,30,"$423,817"
DISTRIBUIDORA DIEFERCA S.A.,J-310446482,236,"$8,182,039",0,$0,236,"$8,182,039"
DISTRIBUIDORA DIMACONSTRU CA,J-311149942,13,"$176,682",0,$0,13,"$176,682"
"DISTRIBUIDORA DINAMICA, C.A.",J-001308288,1,"$68,393",0,$0,1,"$68,393"
"DISTRIBUIDORA DIPEV,C.A.",J-302601517,156,"$5,041,604",0,$0,156,"$5,041,604"
DISTRIBUIDORA DIPROLAB CA,J-307495693,26,"$527,977",0,$0,26,"$527,977"
"DISTRIBUIDORA DISTRILIBROS,C.A",J-303754759,30,"$514,042",0,$0,30,"$514,042"
DISTRIBUIDORA DITRES C.A.,J-002000015,64,"$3,561,290",0,$0,64,"$3,561,290"
DISTRIBUIDORA DIVENTEX C.A.,J-306218629,34,"$3,279,222",0,$0,34,"$3,279,222"
"DISTRIBUIDORA DLS, C.A (ANTES DLS MULTISERVICIOS CA.)",J-308884650,61,"$1,426,975",0,$0,61,"$1,426,975"
"DISTRIBUIDORA DOMI ZONA, C.A.",J-302932629,34,"$477,129",0,$0,34,"$477,129"
"DISTRIBUIDORA DORTA MARGARITA, C.A.",J-301305183,37,"$1,850,229",0,$0,37,"$1,850,229"
DISTRIBUIDORA DV DE DIANA LIZBET VALBUENA SANCHEZ,V-138049295,1,"$19,286",0,$0,1,"$19,286"
DISTRIBUIDORA ECLIPSE I,J-314311727,3,"$733,165",0,$0,3,"$733,165"
"DISTRIBUIDORA EL BOLSO, C.A.",J-313065315,14,"$1,675,941",0,$0,14,"$1,675,941"
"DISTRIBUIDORA EL DUQUE, C.A.",J-313972088,55,"$2,653,418",0,$0,55,"$2,653,418"
DISTRIBUIDORA EL GUASON C.A.,J-311099468,9,"$449,769",0,$0,9,"$449,769"
"DISTRIBUIDORA EL IMPERIO DE CINDY, C. A.",J-308601438,0,$0,0,$0,0,$0
"DISTRIBUIDORA EL INTALL, C.A.",J-313045594,108,"$8,337,240",0,$0,108,"$8,337,240"
"DISTRIBUIDORA EL MUNDO DEL DIESEL, C.A.",J-303016391,116,"$6,233,602",0,$0,116,"$6,233,602"
"DISTRIBUIDORA EL NAVIO, C.A.",J-295735448,53,"$32,861,120",0,$0,53,"$32,861,120"
DISTRIBUIDORA EL PARAMO,J-080147626,563,"$57,285,646",0,$0,563,"$57,285,646"
DISTRIBUIDORA EL TIGRE C.A.,J-304681518,218,"$33,771,010",0,$0,218,"$33,771,010"
"DISTRIBUIDORA ELECTRICA,C.A.",J-075455746,26,"$2,689,613",0,$0,26,"$2,689,613"
DISTRIBUIDORA ELECTROLITE C.A.,J-312847646,39,"$3,071,905",0,$0,39,"$3,071,905"
"DISTRIBUIDORA ELISANMAR, C.A.",J-304136625,80,"$2,829,731",0,$0,80,"$2,829,731"
"DISTRIBUIDORA ELITE BRANDS DE VENEZUELA, C.A",J-294067182,8,"$348,967",0,$0,8,"$348,967"
DISTRIBUIDORA EMIJOR C.A,J-309633295,40,"$3,973,203",0,$0,40,"$3,973,203"
DISTRIBUIDORA ENDATO,J-313093700,11,"$4,562,462",0,$0,11,"$4,562,462"
"DISTRIBUIDORA EQUIOFICA, C.A.",J-003065749,363,"$21,612,476",0,$0,363,"$21,612,476"
"DISTRIBUIDORA EQUIPROMED,CA",J-308587826,57,"$8,474,506",0,$0,57,"$8,474,506"
"DISTRIBUIDORA ERREFE,C.A.",J-001000097,7,"$357,452",0,$0,7,"$357,452"
DISTRIBUIDORA ESPAKORE C.A.,J-306419241,89,"$8,050,501",0,$0,89,"$8,050,501"
DISTRIBUIDORA ESTUDIOS C. A.,J-000114552,48,"$933,836",0,$0,48,"$933,836"
"DISTRIBUIDORA EUREVE, C.A.",J-304128185,389,"$37,565,445",0,$0,389,"$37,565,445"
DISTRIBUIDORA EURO QUALITET C. A.,J-311586091,27,"$821,061",0,$0,27,"$821,061"
"DISTRIBUIDORA EVOPACK,C.A.",J-003010731,92,"$1,756,180",0,$0,92,"$1,756,180"
DISTRIBUIDORA EXPOIL CA,J-306885900,38,"$1,329,674",0,$0,38,"$1,329,674"
"DISTRIBUIDORA FAMOSA, C.A.",J-304614160,62,"$8,530,815",0,$0,62,"$8,530,815"
"DISTRIBUIDORA FAMPIGRO, C.A.",J-313427691,10,"$440,461",0,$0,10,"$440,461"
"DISTRIBUIDORA FE, C.A.",J-312434988,24,"$2,407,479",0,$0,24,"$2,407,479"
"DISTRIBUIDORA FEBE, C.A.",J-304651627,153,"$23,259,641",0,$0,153,"$23,259,641"
DISTRIBUIDORA FEIJOO S.A.,J-070186666,16,"$1,245,555",0,$0,16,"$1,245,555"
DISTRIBUIDORA FENIX 2005,J-309637495,79,"$2,943,470",0,$0,79,"$2,943,470"
"DISTRIBUIDORA FERLE,C.A.",J-310672717,122,"$4,517,371",0,$0,122,"$4,517,371"
"DISTRIBUIDORA FERQUIMA 97, C.A.",J-304178670,12,"$352,240",1,"$1,594,907",13,"$1,947,147"
"DISTRIBUIDORA FERREMENA, C.A.",J-002375051,61,"$1,639,932",0,$0,61,"$1,639,932"
"DISTRIBUIDORA FERRENOR, C.A.",J-310362777,4,"$203,999",0,$0,4,"$203,999"
"DISTRIBUIDORA FERRETERO MARFIL 2003, CA",J-310308675,69,"$4,082,181",0,$0,69,"$4,082,181"
"DISTRIBUIDORA FERRETODO 2006, C.A",J-311077863,0,$0,0,$0,0,$0
"DISTRIBUIDORA FINPAPEL, C.A.",J-301387449,64,"$3,200,156",0,$0,64,"$3,200,156"
"DISTRIBUIDORA FITNES SPORT, C.A.",J-303709974,139,"$4,219,085",0,$0,139,"$4,219,085"
"DISTRIBUIDORA FMKT, C.A.",J-297158472,6,"$3,959,515",0,$0,6,"$3,959,515"
DISTRIBUIDORA FOTOGRAFICA LARA C.A.,J-085073590,76,"$6,321,827",0,$0,76,"$6,321,827"
"DISTRIBUIDORA FRAMA, C.A.",J-001987592,8,"$321,067",0,$0,8,"$321,067"
DISTRIBUIDORA FRIGO MAX C.A.,J-311312641,4,"$187,869",0,$0,4,"$187,869"
DISTRIBUIDORA FX DE VENEZUELA C.A,J-298763124,2,"$112,750",0,$0,2,"$112,750"
"DISTRIBUIDORA GABO 2006, C.A.",J-295149000,9,"$4,135,118",0,$0,9,"$4,135,118"
"DISTRIBUIDORA GALI 221, C.A.",J-311747923,1,"$675,235",0,$0,1,"$675,235"
"DISTRIBUIDORA GALVALUME 2000, C.A.",J-302642809,67,"$25,218,970",0,$0,67,"$25,218,970"
"DISTRIBUIDORA GARMAI, C.A",J-294129676,0,$0,0,$0,0,$0
"DISTRIBUIDORA GASU, C.A.",J-307699175,871,"$68,142,866",0,$0,871,"$68,142,866"
DISTRIBUIDORA GEELY DE VENEZUELA,J-311590161,62,"$28,703,055",0,$0,62,"$28,703,055"
DISTRIBUIDORA GENERAL DE MAQUINAS INDUSTRIALES DIGEMAQ C.,J-001139010,3,"$13,981",0,$0,3,"$13,981"
DISTRIBUIDORA GENERAL MARGARITA C.A.,J-304069758,103,"$5,343,711",0,$0,103,"$5,343,711"
"DISTRIBUIDORA GHL MEDICA, C.A.",J-311588450,1,"$15,708",0,$0,1,"$15,708"
DISTRIBUIDORA GINEID C.A.,J-311217371,130,"$7,111,411",0,$0,130,"$7,111,411"
"DISTRIBUIDORA GIORDANO, C.A.",J-080035585,526,"$149,281,670",5,"$638,643",531,"$149,920,313"
DISTRIBUIDORA GIORGIO,J-001213775,118,"$4,093,049",0,$0,118,"$4,093,049"
DISTRIBUIDORA GLASGOW,J-302180503,32,"$1,012,881",1,"$1,254,056",33,"$2,266,937"
DISTRIBUIDORA GLENDORA,J-304035322,2,"$40,194",0,$0,2,"$40,194"
"DISTRIBUIDORA GLOBAL STOCK, C.A.",J-315423855,25,"$898,609",0,$0,25,"$898,609"
DISTRIBUIDORA GLOBAL TNN IMPORT C.A.,J-293623278,9,"$1,305,902",0,$0,9,"$1,305,902"
"DISTRIBUIDORA GLOBAL TRADING 3003, SA",J-311278320,47,"$1,604,577",0,$0,47,"$1,604,577"
"DISTRIBUIDORA GOLDEN ICE, C.A.",J-314394789,18,"$696,849",0,$0,18,"$696,849"
"DISTRIBUIDORA GPC, C.A.",J-308146170,433,"$46,126,100",0,$0,433,"$46,126,100"
"DISTRIBUIDORA GRAFIPAPER DGP, C.A",J-302817510,73,"$29,871,895",0,$0,73,"$29,871,895"
DISTRIBUIDORA GRANITOS Y M�RMOLES S.A.,J-303905986,120,"$2,149,702",1,"$283,034",121,"$2,432,736"
DISTRIBUIDORA GRANOVAR 2000 C.A.,J-302260906,191,"$7,975,301",0,$0,191,"$7,975,301"
DISTRIBUIDORA GREACLA C.A.,J-085186190,143,"$9,727,002",0,$0,143,"$9,727,002"
DISTRIBUIDORA GRECO,J-301209753,58,"$2,091,339",0,$0,58,"$2,091,339"
DISTRIBUIDORA H&D ANDINA C.A,J-309897420,86,"$10,982,155",0,$0,86,"$10,982,155"
DISTRIBUIDORA HAJH 2021 CA,J-315198835,8,"$76,760",0,$0,8,"$76,760"
"DISTRIBUIDORA HERCULES 3000, C.A.",J-312345420,1,"$13,175",0,$0,1,"$13,175"
"DISTRIBUIDORA HERMANOS ANGARITA, C.A",J-311063536,1,"$178,199",0,$0,1,"$178,199"
"DISTRIBUIDORA HIERRO MADERA, C.A.",J-310315558,7,"$115,300",0,$0,7,"$115,300"
DISTRIBUIDORA HORMANN DURR C.A.,J-301081234,26,"$981,163",0,$0,26,"$981,163"
"DISTRIBUIDORA HOTEL-EQUIP,2000,C.A",J-3583367,19,"$375,278",0,$0,19,"$375,278"
"DISTRIBUIDORA HOTEL-EQUIP,2000,C.A",J-003583367,1,"$9,467",0,$0,1,"$9,467"
DISTRIBUIDORA HYPER RUEDAS C.A,J-312576367,84,"$4,943,405",0,$0,84,"$4,943,405"
DISTRIBUIDORA IFA CA,J-000900957,476,"$2,542,477",0,$0,476,"$2,542,477"
DISTRIBUIDORA IKA CA,J-003464686,53,"$3,969,246",0,$0,53,"$3,969,246"
"DISTRIBUIDORA IMAGISON, C.A",J-312579897,0,$0,0,$0,0,$0
"DISTRIBUIDORA INDUSTRIAL PELAYO,C.A.",J-070332808,1,"$3,649",0,$0,1,"$3,649"
DISTRIBUIDORA INTERBIKE C.A.,J-311250654,197,"$15,759,154",0,$0,197,"$15,759,154"
"DISTRIBUIDORA INTERCOTTON 17, CA",J-309175734,2,"$5,763",0,$0,2,"$5,763"
"DISTRIBUIDORA INTERMAR, C.A.",J-304923511,93,"$3,337,506",0,$0,93,"$3,337,506"
DISTRIBUIDORA INTERNACIONAL BAPRA GLOBAL C.A.,J-312460105,1,"$69,600",0,$0,1,"$69,600"
"DISTRIBUIDORA INTERNACIONAL DE ALIMENTOS, C. A.",J-314378414,2,"$129,185",0,$0,2,"$129,185"
"DISTRIBUIDORA INTROCOMP GROUP,C.A.",J-314631721,220,"$18,557,253",0,$0,220,"$18,557,253"
DISTRIBUIDORA ISAVEN C.A.,J-301060741,34,"$1,599,698",0,$0,34,"$1,599,698"
"DISTRIBUIDORA ISLA CARIBE, C.A.",J-302267536,132,"$14,530,454",0,$0,132,"$14,530,454"
"DISTRIBUIDORA ITECA SAN CRISTOBAL, C.A.",J-313777919,90,"$7,375,721",0,$0,90,"$7,375,721"
"DISTRIBUIDORA J-TIME, C.A.",J-313435660,13,"$779,429",0,$0,13,"$779,429"
DISTRIBUIDORA JAH,J-305526389,0,$0,0,$0,0,$0
DISTRIBUIDORA JAIME GARCIA  C.A.,J-085269630,111,"$7,451,234",0,$0,111,"$7,451,234"
DISTRIBUIDORA JERUSALEM C.A.,J-003454818,25,"$1,051,160",0,$0,25,"$1,051,160"
DISTRIBUIDORA JJC C.A,J-306800026,1,"$86,700",0,$0,1,"$86,700"
DISTRIBUIDORA JOA SIKIU C.A,J-298269014,0,$0,0,$0,0,$0
"DISTRIBUIDORA JORXA, C.A.",J-306108726,122,"$4,322,014",0,$0,122,"$4,322,014"
DISTRIBUIDORA KEYBOL AND ROBER C.A.,J-300488543,73,"$4,604,772",0,$0,73,"$4,604,772"
"DISTRIBUIDORA KOBY ELECTRIC, C.A.",J-311400680,56,"$5,642,363",0,$0,56,"$5,642,363"
"DISTRIBUIDORA KOBY FAUCETS, C.A",J-311400656,0,$0,0,$0,0,$0
"DISTRIBUIDORA KOGA�S, C.A.",J-311898301,5,"$2,166,179",0,$0,5,"$2,166,179"
DISTRIBUIDORA KOZO 150 C.A.,J-315659344,7,"$1,900,468",0,$0,7,"$1,900,468"
DISTRIBUIDORA KREISEL C.A.,J-002200022,237,"$25,312,885",0,$0,237,"$25,312,885"
"DISTRIBUIDORA KTDC, C.A.",J-307806320,1391,"$138,024,337",0,$0,1391,"$138,024,337"
"DISTRIBUIDORA LA AVENIDA DEL CENTRO,C.A.",J-075129717,1,"$41,517",0,$0,1,"$41,517"
DISTRIBUIDORA LA ESTRELLA,J-310941920,129,"$4,471,668",0,$0,129,"$4,471,668"
DISTRIBUIDORA LA FIESTA FRUITS C. A.,J-316015556,0,$0,0,$0,0,$0
DISTRIBUIDORA LA GIGANTE DEL RIN C.A.,J-302082668,3,"$159,358",0,$0,3,"$159,358"
DISTRIBUIDORA LA GUAIRA ZONA LIBRE,J-308906778,16,"$863,778",0,$0,16,"$863,778"
"DISTRIBUIDORA LA IDEAL, C.A.",J-001734449,18,"$788,117",0,$0,18,"$788,117"
"DISTRIBUIDORA LA LUNA, CA",J-312118105,84,"$9,942,165",0,$0,84,"$9,942,165"
DISTRIBUIDORA LA PASTORA C.A.,J-301182782,194,"$11,547,122",0,$0,194,"$11,547,122"
"DISTRIBUIDORA LA PORTEﾄA, C. A.",J-313349720,2,"$169,188",0,$0,2,"$169,188"
"DISTRIBUIDORA LA SALUD SEGURA, S.A.",J-312551135,2,"$319,961",0,$0,2,"$319,961"
DISTRIBUIDORA LARACHE C.A.,J-300914585,69,"$1,744,069",0,$0,69,"$1,744,069"
DISTRIBUIDORA LATEX AND MEDS  C.A.,J-297852352,1,"$115,096",0,$0,1,"$115,096"
DISTRIBUIDORA LEDEXPORT C.A.,J-304325258,1,"$15,246",0,$0,1,"$15,246"
"DISTRIBUIDORA LEMA PARTS, C.A.",J-312472014,8,"$499,135",0,$0,8,"$499,135"
"DISTRIBUIDORA LIBRE DIGITAL, C.A.",J-310112436,2,"$123,731",0,$0,2,"$123,731"
"DISTRIBUIDORA LITHAY, C.A.",J-307111720,194,"$4,066,461",0,$0,194,"$4,066,461"
DISTRIBUIDORA LORIMPORT C.A,J-307021098,11,"$549,535",0,$0,11,"$549,535"
DISTRIBUIDORA LOS GAVILANES,J-303600115,44,"$1,828,170",0,$0,44,"$1,828,170"
"DISTRIBUIDORA LUCKY, C.A.",J-305438226,37,"$1,487,803",0,$0,37,"$1,487,803"
"DISTRIBUIDORA LUMA RYR, C.A.",J-293493188,37,"$764,783",0,$0,37,"$764,783"
DISTRIBUIDORA M Y M C.A.,J-075099710,77,"$4,781,673",0,$0,77,"$4,781,673"
"DISTRIBUIDORA M.D.M. 18, C.A.",J-306822941,29,"$1,710,514",0,$0,29,"$1,710,514"
"DISTRIBUIDORA M.J.V.A, C.A.",J-310404194,902,"$88,722,635",0,$0,902,"$88,722,635"
DISTRIBUIDORA MADECHAPA C.A.,J-003566500,189,"$7,841,914",0,$0,189,"$7,841,914"
"DISTRIBUIDORA MADELUX, C. A.",J-003218715,231,"$13,183,000",0,$0,231,"$13,183,000"
DISTRIBUIDORA MAGANA C.A.,J-305414564,12,"$675,692",0,$0,12,"$675,692"
"DISTRIBUIDORA MAGIF, C..A",J-080188713,60,"$3,009,213",0,$0,60,"$3,009,213"
DISTRIBUIDORA MAGIKLIN C.A.,J-311081976,19,"$1,594,004",0,$0,19,"$1,594,004"
DISTRIBUIDORA MAGNA C.A.,J-003603015,68,"$12,952,185",0,$0,68,"$12,952,185"
DISTRIBUIDORA MAPRODE C.A,J-313852333,0,$0,0,$0,0,$0
DISTRIBUIDORA MARALDY CA,J-090213104,51,"$2,125,558",0,$0,51,"$2,125,558"
"DISTRIBUIDORA MARCOR, CA",J-001020926,343,"$13,465,744",0,$0,343,"$13,465,744"
"DISTRIBUIDORA MARINA, C.A.",J-075569121,42,"$3,147,452",0,$0,42,"$3,147,452"
"DISTRIBUIDORA MARTINO,C.A.",J-070110759,37,"$655,408",0,$0,37,"$655,408"
DISTRIBUIDORA MEDI-SUTY S.R.L.,J-305498970,18,"$453,668",0,$0,18,"$453,668"
"DISTRIBUIDORA MEDIALI,C.A",J-317274296,0,$0,0,$0,0,$0
"DISTRIBUIDORA MEDICA BENAIM, C.A.",J-303432999,161,"$20,078,996",0,$0,161,"$20,078,996"
"DISTRIBUIDORA MEDICA PARIS, S.A",J-000934169,8,"$128,690",0,$0,8,"$128,690"
DISTRIBUIDORA MEDICLINIC AL DE VENEZUELA CA,J-299492892,0,$0,0,$0,0,$0
"DISTRIBUIDORA MEDICO QUIRURGICA QUIRUTEC, C.A.",J-314567080,321,"$13,095,400",0,$0,321,"$13,095,400"
"DISTRIBUIDORA MEDIPROT, C.A.",J-299814555,0,$0,0,$0,0,$0
"DISTRIBUIDORA MEGA COSMETICS, C.A",J-312642955,6,"$395,375",0,$0,6,"$395,375"
DISTRIBUIDORA MELUCHA C.A.,J-303608477,324,"$17,681,027",3,"$52,832",327,"$17,733,859"
DISTRIBUIDORA MENKAR C.A.,J-294757588,1,"$59,284",0,$0,1,"$59,284"
"DISTRIBUIDORA METALMECANICA, C.A",J-070526262,2,"$71,512",0,$0,2,"$71,512"
"DISTRIBUIDORA METALURGICA DEL CENTRO, C.A.",J-300732398,193,"$8,869,452",0,$0,193,"$8,869,452"
DISTRIBUIDORA MI POLLO C.A.,J-312421045,3,"$155,649",0,$0,3,"$155,649"
DISTRIBUIDORA MI QUESO C.A.,J-065046376,18,"$1,137,279",0,$0,18,"$1,137,279"
"DISTRIBUIDORA MICROM, C.A.",J-090108718,67,"$2,948,111",0,$0,67,"$2,948,111"
"DISTRIBUIDORA MICROMED, C.A.",J-001205578,472,"$10,950,825",0,$0,472,"$10,950,825"
"DISTRIBUIDORA MINCORP, C.A.",J-306123210,346,"$15,304,192",0,$0,346,"$15,304,192"
"DISTRIBUIDORA MONARCHE, C.A.",J-310154759,1,"$13,605",0,$0,1,"$13,605"
"DISTRIBUIDORA MONDIFOOD, C.A.",J-301046765,76,"$2,771,862",0,$0,76,"$2,771,862"
DISTRIBUIDORA MONEY-BOX C.A,J-309003143,380,"$17,402,157",0,$0,380,"$17,402,157"
DISTRIBUIDORA MONTIEL RINCON C.A.,J-070475013,1,"$12,549",0,$0,1,"$12,549"
"DISTRIBUIDORA MONTRESA, C.A.",J-313515949,34,"$454,372",0,$0,34,"$454,372"
DISTRIBUIDORA MOTOTAP C.A.,J-314863827,1,"$14,264",0,$0,1,"$14,264"
"DISTRIBUIDORA MOVAF, C.A",J-313506796,53,"$28,819,596",0,$0,53,"$28,819,596"
"DISTRIBUIDORA MULTIRUSTICOS, C.A",J-306100741,203,"$3,473,335",0,$0,203,"$3,473,335"
"DISTRIBUIDORA MUNDIAL, C.A.",J-303867430,0,$0,0,$0,0,$0
DISTRIBUIDORA MUﾄOZ S.R.L.,J-000950970,192,"$5,665,952",0,$0,192,"$5,665,952"
"DISTRIBUIDORA NACIONAL DE MADERA DINAMA, C.A.",J-315030357,53,"$2,003,336",0,$0,53,"$2,003,336"
"DISTRIBUIDORA NACIONAL DE MOTORES DINAMO,C.A",J-309799797,193,"$25,769,883",0,$0,193,"$25,769,883"
DISTRIBUIDORA NACIONAL DE REPUESTOS C.A,J-301298845,1,"$81,211",0,$0,1,"$81,211"
DISTRIBUIDORA NACIONAL DE VIVERES C.A.,J-306077375,150,"$4,912,177",0,$0,150,"$4,912,177"
DISTRIBUIDORA NEDIKA C.A,J-309478273,46,"$838,704",0,$0,46,"$838,704"
"DISTRIBUIDORA NEPAL, C.A.",J-312674920,45,"$2,738,290",0,$0,45,"$2,738,290"
DISTRIBUIDORA NESER C.A,J-312744367,129,"$4,040,083",0,$0,129,"$4,040,083"
"DISTRIBUIDORA NICO DE VENEZUELA, S.A.",J-308808520,2,"$549,105",1,"$27,728",3,"$576,833"
DISTRIBUIDORA NOVATEL C.A.,J-306993312,426,"$37,567,435",0,$0,426,"$37,567,435"
"DISTRIBUIDORA NOVEDADES 2002, C.A.",J-303702147,231,"$5,847,053",0,$0,231,"$5,847,053"
"DISTRIBUIDORA NUBE AZUL DE MARGARITA, C.A.",J-302836077,39,"$2,630,464",0,$0,39,"$2,630,464"
"DISTRIBUIDORA NUBE AZUL, C.A",J-001406450,80,"$5,912,848",0,$0,80,"$5,912,848"
DISTRIBUIDORA OFICINA C.A.,J-301890175,125,"$5,955,527",0,$0,125,"$5,955,527"
DISTRIBUIDORA OLAYMAR,J-313516473,30,"$845,940",0,$0,30,"$845,940"
"DISTRIBUIDORA ORBIGO, C.A.",J-311023658,10,"$522,193",0,$0,10,"$522,193"
DISTRIBUIDORA OROPAL C.A,J-075433998,5,"$5,339,019",0,$0,5,"$5,339,019"
DISTRIBUIDORA ORTHODENTAL C.A.,J-306855769,22,"$209,042",0,$0,22,"$209,042"
"DISTRIBUIDORA OSOROMA, C.A.",J-001572198,211,"$8,273,728",0,$0,211,"$8,273,728"
DISTRIBUIDORA PADRON,J-303555870,178,"$2,877,690",0,$0,178,"$2,877,690"
DISTRIBUIDORA PALOVERDE II C.A.,J-001734384,30,"$1,326,787",0,$0,30,"$1,326,787"
"DISTRIBUIDORA PARLAPIANO, C. A.",J-303449360,87,"$3,810,028",0,$0,87,"$3,810,028"
"DISTRIBUIDORA PASTA GRANORO, C.A.",J-312866926,85,"$24,584,658",0,$0,85,"$24,584,658"
"DISTRIBUIDORA PC K SA 2010, C.A",J-307454105,0,$0,0,$0,0,$0
"DISTRIBUIDORA PERFEVEN, C.A.",J-309604880,105,"$6,690,516",0,$0,105,"$6,690,516"
DISTRIBUIDORA PERTEX C.A.,J-311563911,56,"$2,168,205",0,$0,56,"$2,168,205"
DISTRIBUIDORA PLASTIHOME 18,J-310728208,1,"$132,500",0,$0,1,"$132,500"
DISTRIBUIDORA PRIMACO C.A,J-303204651,93,"$6,238,594",0,$0,93,"$6,238,594"
DISTRIBUIDORA PRISMATEX C.A,J-307610212,476,"$45,028,994",1,"$117,519",477,"$45,146,513"
DISTRIBUIDORA PROAVANCA C.A.,J-000782369,99,"$4,514,248",0,$0,99,"$4,514,248"
"DISTRIBUIDORA PROCARS, C.A",J-309325566,47,"$3,215,264",0,$0,47,"$3,215,264"
"DISTRIBUIDORA PRODIMIC, C.A.",J-314828380,7,"$547,770",0,$0,7,"$547,770"
"DISTRIBUIDORA PRONATURA 2000, C.A.",J-303196047,38,"$1,402,635",0,$0,38,"$1,402,635"
"DISTRIBUIDORA PROSEQUIM, C. A.",J-301941926,763,"$26,606,095",0,$0,763,"$26,606,095"
"DISTRIBUIDORA PROTEUS, C.A.",J-304679009,46,"$1,616,881",0,$0,46,"$1,616,881"
DISTRIBUIDORA PROVEAL C.A.,J-307351446,26,"$5,244,150",0,$0,26,"$5,244,150"
"DISTRIBUIDORA PROVEAUTO DE VENEZUELA, S.A.",J-300190480,358,"$30,811,500",0,$0,358,"$30,811,500"
"DISTRIBUIDORA QBOS, C.A.",J-294496431,20,"$1,298,463",0,$0,20,"$1,298,463"
DISTRIBUIDORA QUEEN RA26,J-312285338,4,"$151,004",0,$0,4,"$151,004"
"DISTRIBUIDORA QUIMATIC, C.A.",J-302208335,134,"$2,969,833",0,$0,134,"$2,969,833"
DISTRIBUIDORA QUIMICA GLOBAL E.P.Q.,J-305023689,174,"$20,556,802",0,$0,174,"$20,556,802"
"DISTRIBUIDORA QUIMISOL,C.A.",J-000714320,249,"$15,842,570",0,$0,249,"$15,842,570"
"DISTRIBUIDORA QUIRULOGIC, CA",J-310498555,0,$0,0,$0,0,$0
"DISTRIBUIDORA R.F.R. DE VENEZUELA, C.A.",J-003033472,19,"$1,055,442",0,$0,19,"$1,055,442"
DISTRIBUIDORA RAMIREZ ESPINOZA COMPAﾄIA ANONIMA,J-301706161,42,"$601,323",0,$0,42,"$601,323"
DISTRIBUIDORA RAMOMEDICA C.A.,J-001681124,1,"$158,715",0,$0,1,"$158,715"
"DISTRIBUIDORA RIMARA, C. A.",J-303098878,64,"$2,440,544",0,$0,64,"$2,440,544"
DISTRIBUIDORA RIO AVIA C.A.,J-304947585,204,"$17,046,265",0,$0,204,"$17,046,265"
"DISTRIBUIDORA ROBLAN, C.A.",J-002813113,239,"$10,854,118",0,$0,239,"$10,854,118"
DISTRIBUIDORA ROBOT C. A.,J-305534969,31,"$1,384,140",0,$0,31,"$1,384,140"
DISTRIBUIDORA RONAL C.A,J-095154963,110,"$6,918,286",0,$0,110,"$6,918,286"
"DISTRIBUIDORA ROWER, C.A.",J-000115486,257,"$59,403,980",0,$0,257,"$59,403,980"
"DISTRIBUIDORA RUNTERRA, C.A.",J-316152421,6,"$980,232",0,$0,6,"$980,232"
"DISTRIBUIDORA SAJAMAR, C.A",J-300065847,53,"$348,173",0,$0,53,"$348,173"
"DISTRIBUIDORA SAL BAH�A, C.A.",J-000675252,6,"$592,155",0,$0,6,"$592,155"
"DISTRIBUIDORA SALER-NODOS, C.A.",J-310085730,54,"$11,936,859",0,$0,54,"$11,936,859"
"DISTRIBUIDORA SALMOLUX, C. A.",J-003636819,13,"$531,262",0,$0,13,"$531,262"
"DISTRIBUIDORA SALVILAB, C.A.",J-311631704,62,"$2,594,206",0,$0,62,"$2,594,206"
DISTRIBUIDORA SAN MARTIN CA,J-070096764,70,"$3,646,092",0,$0,70,"$3,646,092"
DISTRIBUIDORA SANIFER C.A,J-308749923,370,"$32,261,106",0,$0,370,"$32,261,106"
DISTRIBUIDORA SANTIAGO C.A.,J-115575,633,"$2,034,723",0,$0,633,"$2,034,723"
DISTRIBUIDORA SANTIAGO C.A.,J-000115575,7,"$2,388",0,$0,7,"$2,388"
"DISTRIBUIDORA SARES, C.A.",J-315478757,1,"$16,037",0,$0,1,"$16,037"
"DISTRIBUIDORA SCOLARI 27, C.A.",J-310695458,354,"$13,002,771",0,$0,354,"$13,002,771"
